RMSE_fD,time
NaN,0
NaN,0.833333333333333
NaN,1.66666666666667
NaN,2.5
0.0687398860551435,3.33333333333333
0.0458650441940441,4.16666666666667
0.0382116708600665,5
0.0399317629847827,5.83333333333333
0.0408741743420484,6.66666666666667
0.0427322038424052,7.5
0.041868753051485,8.33333333333333
0.0400040169521309,9.16666666666667
0.0407782589322068,10
0.0427307478581124,10.8333333333333
0.0406046570598076,11.6666666666667
0.0392017115143062,12.5
0.0442376010927613,13.3333333333333
0.0431142040803956,14.1666666666667
0.0383550495083991,15
0.0408700344877633,15.8333333333333
0.0369446177457585,16.6666666666667
0.0473228010201179,17.5
0.0458749466292796,18.3333333333333
0.0463692953815921,19.1666666666667
0.0396811450279978,20
0.040681888153052,20.8333333333333
0.0393603133664943,21.6666666666667
0.0413782407552935,22.5
0.0399680250094234,23.3333333333333
0.0417213091341036,24.1666666666667
0.0399186198463352,25
0.0434219929842842,25.8333333333333
0.0416512286284882,26.6666666666667
0.0446860375586934,27.5
0.0419264653077117,28.3333333333333
0.0409168891944472,29.1666666666667
0.042062778140878,30
0.0408101987088189,30.8333333333333
0.0382050868656726,31.6666666666667
0.0420998741995346,32.5
0.040393220819551,33.3333333333333
0.0387850871908633,34.1666666666667
0.0336077014441424,35
0.040728993298111,35.8333333333333
0.0389261230114746,36.6666666666667
0.0372802948203173,37.5
0.0430836630612536,38.3333333333333
0.0389047318504698,39.1666666666667
0.0415068988162378,40
0.0433839725111871,40.8333333333333
0.0368996947024874,41.6666666666667
0.0378494860917529,42.5
0.0337084477702025,43.3333333333333
0.0350182914828555,44.1666666666667
0.0350166918007755,45
0.033269093039285,45.8333333333333
0.0346751203427878,46.6666666666667
0.0354758046946596,47.5
0.0364538236143786,48.3333333333333
0.0375371378480589,49.1666666666667
0.0383291442831142,50
0.0442637259194593,50.8333333333333
0.0457103457224794,51.6666666666667
0.0406249849116257,52.5
0.0439982582850863,53.3333333333333
0.0371693436536379,54.1666666666667
0.0391698892903613,55
0.0363931610968353,55.8333333333333
