RMSE_fD,time
NaN,0
NaN,0.833333333333333
NaN,1.66666666666667
NaN,2.5
0.0527849290563717,3.33333333333333
0.0297250935023303,4.16666666666667
0.0280696893500459,5
0.0352424253803595,5.83333333333333
0.0330196180790103,6.66666666666667
0.0344326049430187,7.5
0.0373751498549103,8.33333333333333
0.0324882978329079,9.16666666666667
0.0386542448686473,10
0.0396694657073666,10.8333333333333
0.0366057981925353,11.6666666666667
0.0373497529064643,12.5
0.034237909997234,13.3333333333333
0.0419870648430518,14.1666666666667
0.0406137493997683,15
0.0424458343074436,15.8333333333333
0.0442753152481456,16.6666666666667
0.0336024807149878,17.5
0.0403193008683801,18.3333333333333
0.0376214132210324,19.1666666666667
0.0361378018108946,20
0.0421695542630352,20.8333333333333
0.0351537495243333,21.6666666666667
0.0384214741844238,22.5
0.0361677549509731,23.3333333333333
0.0307635526667347,24.1666666666667
0.0296178987544743,25
0.0299794178437044,25.8333333333333
0.0318353763272932,26.6666666666667
0.0318874712960244,27.5
0.0286032051264344,28.3333333333333
0.0372054202666453,29.1666666666667
0.0389535721304193,30
0.0383405421322651,30.8333333333333
0.0396598617851172,31.6666666666667
0.035162957715012,32.5
0.0339865132686893,33.3333333333333
0.0320378213502201,34.1666666666667
0.0370388921273979,35
0.0368606789588535,35.8333333333333
0.0397609559742933,36.6666666666667
0.0395345652036941,37.5
0.0351350324860887,38.3333333333333
0.0377235326391013,39.1666666666667
0.0316963798407874,40
0.0314093633628711,40.8333333333333
0.0355743439569961,41.6666666666667
0.0352741664933117,42.5
0.0367200409736299,43.3333333333333
0.0355329075998773,44.1666666666667
0.0369541788823942,45
0.0371112068392668,45.8333333333333
0.0343422113612991,46.6666666666667
0.0352991631710527,47.5
0.0305476672659642,48.3333333333333
0.0367817615048599,49.1666666666667
0.0361033769597051,50
0.0354705524868386,50.8333333333333
0.0350332665145687,51.6666666666667
0.0372379879823832,52.5
0.0395934822767919,53.3333333333333
0.0430711679675689,54.1666666666667
0.0429244801311307,55
0.0407827681468805,55.8333333333333
