RMSE_fD,time
NaN,0
NaN,0.833333333333333
NaN,1.66666666666667
NaN,2.5
0.0713949406295463,3.33333333333333
0.0423798029155658,4.16666666666667
0.0269569301210712,5
0.027356880122943,5.83333333333333
0.0275432098776379,6.66666666666667
0.029594231356594,7.5
0.0287374183212548,8.33333333333333
0.0327472127467308,9.16666666666667
0.0278629730812048,10
0.0271557492429369,10.8333333333333
0.026944119707745,11.6666666666667
0.0235585833243177,12.5
0.0255099794959281,13.3333333333333
0.0235212441588749,14.1666666666667
0.0213593616685677,15
0.023243038212284,15.8333333333333
0.0239043706481594,16.6666666666667
0.0273097666076354,17.5
0.0262973919840303,18.3333333333333
0.0253853398723062,19.1666666666667
0.0243572414561265,20
0.0250811974371141,20.8333333333333
0.0244626910051468,21.6666666666667
0.0247127448150424,22.5
0.0274967884176832,23.3333333333333
0.0291637371156884,24.1666666666667
0.0313035253160232,25
0.0323525028814407,25.8333333333333
0.0278102936507646,26.6666666666667
0.0252242353844276,27.5
0.0255952860092589,28.3333333333333
0.0241813489656067,29.1666666666667
0.0223499125087834,30
0.0233968002966983,30.8333333333333
0.0207902531216079,31.6666666666667
0.0238286005679892,32.5
0.0247551246471883,33.3333333333333
0.0245725540282306,34.1666666666667
0.0284471155127801,35
0.0261327663651543,35.8333333333333
0.0249476568125986,36.6666666666667
0.0307837420334069,37.5
0.0318705453758499,38.3333333333333
0.0356303987475986,39.1666666666667
0.0379978912436559,40
0.0349913204660171,40.8333333333333
0.0331122715396753,41.6666666666667
0.0297821038322915,42.5
0.0293258503070444,43.3333333333333
0.0263663670984243,44.1666666666667
0.0296867360498344,45
0.0365509754289724,45.8333333333333
0.0345180772315776,46.6666666666667
0.0290856163460391,47.5
0.0377193644060125,48.3333333333333
0.0327897680123665,49.1666666666667
0.0344090718732277,50
0.0332152783091512,50.8333333333333
0.0272447274048672,51.6666666666667
0.0246744413649382,52.5
0.0288518456832677,53.3333333333333
0.0307532007656187,54.1666666666667
0.0311931137167916,55
0.029924128703685,55.8333333333333
