RMSE_fD,time
NaN,0
NaN,0.833333333333333
NaN,1.66666666666667
NaN,2.5
0.0612881399284644,3.33333333333333
0.0342184456590093,4.16666666666667
0.0293121728120025,5
0.0314242852744233,5.83333333333333
0.0307286843777345,6.66666666666667
0.0308676407687887,7.5
0.0346445138069922,8.33333333333333
0.0329059250091519,9.16666666666667
0.0333112061877189,10
0.03468870583963,10.8333333333333
0.0318157099438226,11.6666666666667
0.0354974178165195,12.5
0.032998618469971,13.3333333333333
0.0390366262257288,14.1666666666667
0.0295547245181301,15
0.0355140364098829,15.8333333333333
0.0338798375468587,16.6666666666667
0.0340155480271073,17.5
0.0323314279071264,18.3333333333333
0.0283158382812531,19.1666666666667
0.0277203106486141,20
0.0290696548046118,20.8333333333333
0.0287346394255854,21.6666666666667
0.030434191051536,22.5
0.0308818791407159,23.3333333333333
0.0308545772425974,24.1666666666667
0.0327460497919339,25
0.0334206706243635,25.8333333333333
0.0356819434664987,26.6666666666667
0.0347605356777573,27.5
0.0344562257039252,28.3333333333333
0.0331264222004641,29.1666666666667
0.0333597729483823,30
0.0295681220643841,30.8333333333333
0.0260536734594742,31.6666666666667
0.0271591394375026,32.5
0.030206282290789,33.3333333333333
0.0290086642446599,34.1666666666667
0.0295781727854011,35
0.0275028420540136,35.8333333333333
0.0285570339886775,36.6666666666667
0.0290148367100814,37.5
0.029870936455177,38.3333333333333
0.0329136121902886,39.1666666666667
0.0330152227705734,40
0.0315340878025009,40.8333333333333
0.0332077848841083,41.6666666666667
0.0329783478104133,42.5
0.0353468237288995,43.3333333333333
0.0377251942603622,44.1666666666667
0.0369183248335828,45
0.0375749481844203,45.8333333333333
0.0387691634065866,46.6666666666667
0.0344942259864132,47.5
0.0318802625257679,48.3333333333333
0.036436411320816,49.1666666666667
0.0303354253986516,50
0.028425028300771,50.8333333333333
0.0341432593594442,51.6666666666667
0.0340582113638652,52.5
0.0346231530671748,53.3333333333333
0.0291556512580319,54.1666666666667
0.0286892525310108,55
0.0273867307526966,55.8333333333333
