azimuth,zenith
325.375230198189,84.9989981568516
325.236722306927,84.9406370217153
325.09755253881,84.8822391576652
324.957717431169,84.8238054556885
324.817213515986,84.7653368270301
324.676037320262,84.7068342034915
324.534185366423,84.6482985377257
324.391654172697,84.5897308035352
324.24844025356,84.531131996173
324.104540120151,84.4725031326389
323.959950280673,84.4138452519967
323.814667240901,84.3551594156674
323.668687504603,84.2964467077419
323.522007574018,84.2377082352932
323.374623950356,84.1789451286845
323.226533134256,84.1201585418862
323.077731626341,84.0613496527891
322.928215927728,84.0025196635145
322.777982540522,83.9436698007464
322.62702796844,83.8848013160323
322.475348717287,83.8259154861222
322.32294129561,83.7670136132715
322.169802215235,83.7080970255791
322.015927991884,83.6491670772993
321.861315145806,83.5902251491735
321.705960202378,83.5312726487516
321.549859692774,83.4723110107177
321.393010154645,83.4133416972121
321.235408132735,83.3543661981656
321.077050179621,83.2953860316188
320.917932856404,83.2364027440528
320.758052733439,83.1774179107062
320.597406391031,83.1184331359189
320.435990420253,83.0594500534357
320.273801423663,83.0004703267456
320.110836016104,82.9414956494053
319.947090825508,82.8825277453533
319.782562493712,82.8235683692384
319.617247677278,82.764619306746
319.451143048383,82.7056823748967
319.284245295618,82.6467594223939
319.11655112494,82.5878523299121
318.948057260545,82.5289630104225
318.778760445768,82.4700934095102
318.608657444044,82.4112455056701
318.43774503987,82.3524213106159
318.266020039729,82.2936228695974
318.093479273134,82.2348522616758
317.920119593601,82.1761116000402
317.745937879684,82.1174030322892
317.570931036008,82.0587287407277
317.395095994338,82.0000909426415
317.218429714667,81.941491890584
317.04092918628,81.8829338726518
316.862591428909,81.8244192127496
316.68341349384,81.7659502708569
316.503392465051,81.7075294432918
316.32252546044,81.6491591629521
316.140809632947,81.5908418995757
315.958242171785,81.532580159973
315.774820303691,81.4743764882569
315.590541294107,81.4162334660843
315.40540244852,81.3581537128501
315.219401113655,81.300139885924
315.032534678849,81.2421946808276
314.844800577324,81.1843208314474
314.656196287523,81.12652111021
314.466719334474,81.0687983282563
314.27636729114,81.0111553356159
314.085137779822,80.9535950213526
313.893028473562,80.8961203137096
313.700037097547,80.8387341802528
313.506161430556,80.781439627983
313.311399306424,80.7242397034533
313.115748615485,80.6671374928686
312.919207306077,80.6101361221675
312.721773386067,80.5532387570935
312.523444924326,80.4964486032652
312.324220052269,80.4397689062174
312.124096965437,80.3832029514337
311.923073925036,80.3267540643557
311.721149259495,80.2704256104104
311.518321366109,80.2142209949655
311.31458871259,80.1581436633237
311.109949838719,80.1021971006703
310.904403357959,80.0463848320125
310.697947959105,79.9907104220942
310.490582407935,79.9351774753121
310.282305548867,79.8797896355885
310.073116306641,79.8245505862498
309.863013688006,79.7694640498639
309.651996783404,79.71453378807
309.440064768674,79.6597636013991
309.227216906767,79.6051573290467
309.013452549457,79.5507188486449
308.798771139071,79.4964520760145
308.58317221019,79.4423609648876
308.366655391424,79.3884495066062
308.149220407117,79.3347217298041
307.930867079087,79.2811817000688
307.711595328386,79.2278335195734
307.491405177041,79.1746813266746
307.270296749763,79.1217292955274
307.048270275746,79.068981635617
306.825326090346,79.0164425913193
306.601464636866,78.964116441396
306.376686468269,78.912007498496
306.150992248906,78.8601201086018
305.924382756257,78.808458650473
305.696858882613,78.7570275350551
305.468421636814,78.7058312048558
305.239072145949,78.6548741332977
305.008811657009,78.604160824052
304.777641538599,78.5536958103306
304.545563282577,78.5034836541667
304.312578505703,78.4535289456469
304.078688951307,78.4038363021227
303.843896490833,78.3544103674167
303.608203125495,78.3052558109602
303.371610987834,78.256377326929
303.134122343252,78.2077796333468
302.895739591573,78.1594674711462
302.656465268533,78.1114456032211
302.416302047272,78.0637188134216
302.175252739751,78.0162919055678
301.933320298236,77.969169702366
301.690507816643,77.9223570443577
301.446818531915,77.8758587888159
301.202255825359,77.8296798085885
300.956823223913,77.7838249909688
300.710524401452,77.738299236468
300.463363179947,77.6931074576231
300.215343530669,77.6482545777396
299.966469575338,77.6037455296086
299.716745587198,77.5595852542047
299.46617599207,77.5157786993626
299.214765369351,77.4723308184028
298.962518452975,77.4292465687495
298.709440132317,77.3865309105242
298.45553545303,77.3441888050987
298.200809617855,77.3022252136326
297.945267987391,77.2606450955749
297.688916080723,77.2194534071725
297.431759576124,77.1786550998986
297.173804311578,77.1382551189125
296.915056285311,77.0982584014686
296.655521656236,77.0586698753091
296.395206744352,77.01949445703
296.134118031041,76.9807370504382
295.872262159338,76.9424025448877
295.609645934119,76.9044958135764
295.346276322207,76.8670217118487
295.082160452428,76.829985075478
294.817305615583,76.7933907189167
294.551719264349,76.7572434335429
294.285409013094,76.7215479859085
294.018382637659,76.6863091159191
293.750648074998,76.6515315350883
293.482213422795,76.6172199246974
293.213086938972,76.5833789339933
292.94327704114,76.5500131783674
292.672792305951,76.5171272375154
292.401641468372,76.4847256536075
292.129833420871,76.45281292946
291.857377212548,76.4213935266558
291.58428204816,76.3904718637295
291.310557287053,76.3600523143013
291.036212442021,76.3301392052418
290.761257178104,76.300736814813
290.485701311255,76.2718493708327
290.209554806947,76.243481048841
289.932827778701,76.2156359702623
289.655530486513,76.1883182005765
289.377673335205,76.1615317475204
289.09926687268,76.1352805592714
288.820321788093,76.1095685226618
288.540848909969,76.0843994613932
288.26085920417,76.0597771342827
287.98036377184,76.035705233519
287.699373847246,76.0121873829246
287.417900795508,75.9892271362522
287.135956110296,75.9668279755082
286.853551411403,75.944993309276
286.57069844225,75.9237264710858
286.287409067343,75.9030307177907
286.003695269568,75.8829092280114
285.719569147518,75.8633651005379
