azimuth,zenith
307.802281551465,84.9945935753561
307.604696875815,84.9508472690327
307.406342848766,84.9072361554305
307.207219171736,84.8637627715254
307.007325613125,84.8204296764594
306.806662009438,84.7772394513717
306.60522826641,84.7341946992282
306.403024360126,84.6912980446295
306.200050338134,84.6485521336228
305.996306320573,84.6059596334856
305.79179250128,84.5635232325125
305.586509148941,84.5212456397664
305.38045660817,84.4791295848496
305.173635300645,84.4371778176369
304.966045726215,84.3953931080039
304.757688464008,84.3537782455467
304.548564173547,84.3123360392758
304.33867359582,84.2710693173192
304.128017554408,84.2299809265856
303.916596956548,84.1890737324351
303.704412794242,84.1483506183164
303.491466145297,84.1078144854169
303.277758174414,84.0674682522732
303.063290134238,84.0273148543814
302.848063366414,83.9873572437834
302.632079302605,83.9475983886575
302.415339465539,83.9080412728691
302.197845470008,83.8686888955301
301.979599023893,83.8295442705201
301.760601929128,83.790610426024
301.540856082673,83.7518904040235
301.3203634775,83.713387259795
301.099126203516,83.6751040613819
300.877146448499,83.6370438890573
300.654426499005,83.5992098347685
300.430968741254,83.5616050015727
300.206775662029,83.5242325030418
299.981849849499,83.4870954626778
299.75619399405,83.450197013299
299.529810889124,83.4135402964034
299.302703432,83.3771284615231
299.074874624537,83.3409646655831
298.846327573935,83.3050520722183
298.617065493448,83.2693938510889
298.387091703064,83.2339931771852
298.1564096302,83.1988532300956
297.925022810284,83.1639771933092
297.692934887408,83.129368253445
297.460149614893,83.095029599504
297.226670855835,83.0609644221031
296.992502583613,83.0271759126904
296.757648882391,82.9936672627463
296.522113947538,82.9604416629836
296.285902086106,82.9275023025013
296.049017717147,82.8948523679803
295.811465372097,82.8624950428196
295.573249695079,82.8304335062837
295.33437544319,82.7986709326229
295.094847486719,82.7672104902075
294.854670809364,82.7360553406232
294.61385050836,82.7052086377864
294.372391794655,82.6746735270002
294.130299992934,82.6444531440635
293.887580541683,82.6145506143237
293.644238993173,82.5849690517436
293.400281013434,82.5557115579352
293.155712382127,82.5267812212358
292.910538992438,82.4981811157099
292.664766850883,82.469914300196
292.418402077096,82.4419838173282
292.171450903544,82.4143926925366
291.923919675223,82.3871439330822
291.675814849262,82.3602405270436
291.427142994559,82.3336854423272
291.17791079127,82.3074816256589
290.928125030346,82.2816320015843
290.677792612931,82.256139471456
290.426920549805,82.2310069124233
290.17551596068,82.2062371764185
289.923586073536,82.1818330891518
289.671138223821,82.1577974490941
289.418179853698,82.1341330264639
289.164718511147,82.1108425622113
288.910761849089,82.0879287670213
288.656317624392,82.065394320299
288.401393696918,82.0432418691661
288.145998028415,82.0214740274621
287.890138681445,82.0000933747535
287.633823818193,81.9791024553442
287.377061699295,81.9585037772882
287.11986068255,81.9382998114102
286.862229221633,81.9184929903499
286.604175864718,81.8990857075844
286.345709253086,81.8800803164922
286.086838119657,81.8614791294012
285.827571287498,81.8432844166612
285.567917668252,81.8254984057215
285.307886260562,81.8081232802246
285.047486148388,81.7911611791114
284.786726499358,81.7746141957269
284.525616562979,81.7584843769698
284.26416566889,81.7427737224283
284.002383225004,81.7274841835413
283.740278715656,81.7126176627782
283.477861699664,81.6981760128337
283.21514180838,81.684161035838
282.952128743692,81.6705744825912
282.688832275985,81.6574180517954
282.425262242037,81.6446933893569
282.161428542925,81.6324020876394
281.897341141854,81.6205456847957
281.633010061975,81.6091256640772
281.36844538414,81.598143453211
281.103657244652,81.5876004237576
280.838655832961,81.5774978905181
280.573451389352,81.5678371109344
280.308054202567,81.5586192845633
280.042474607427,81.5498455525336
279.776722982421,81.5415169970354
279.510809747268,81.5336346408414
279.244745360437,81.5261994468612
278.978540316674,81.5192123177041
278.712205144478,81.512674095292
278.445750403584,81.5065855604584
278.179186682395,81.5009474326324
277.912524595426,81.4957603695014
277.645774780715,81.4910249667261
277.378947897222,81.4867417576772
277.112054622225,81.482911213198
276.84510564869,81.4795337414006
276.578111682643,81.476609687491
276.311083440515,81.4741393336323
276.044031646523,81.4721228987938
275.776967029994,81.4705605386969
275.509900322713,81.4694523457379
275.242842256277,81.4687983489613
274.975803559431,81.4685985140579
274.708794955413,81.4688527433957
274.441827159303,81.4695608760749
274.174910875378,81.4707226880219
273.908056794479,81.472337892089
273.64127559137,81.4744061382228
273.3745779221,81.4769270136247
273.107974421437,81.4799000429624
272.841475700241,81.4833246885812
272.575092342877,81.4872003508043
272.30883490467,81.4915263681828
272.042713909338,81.496302017836
271.776739846479,81.5015265157759
271.510923169049,81.5071990172973
271.245274290884,81.5133186173782
270.979803584238,81.5198843510847
270.714521377342,81.5268951940344
270.449437951996,81.5343500628725
270.184563541188,81.5422478157767
269.919908326739,81.5505872529796
269.655482436977,81.559367117325
269.391295944454,81.56858609483
269.127358863679,81.5782428153024
268.863681148901,81.5883358529499
268.600272691918,81.5988637270321
268.337143319925,81.6098249025109
268.074302793402,81.6212177907527
267.811760804032,81.6330407502262
267.549526972673,81.6452920872391
267.287610847359,81.6579700566651
267.026021901348,81.67107286273
266.764769531204,81.6845986597768
266.503863054937,81.6985455530804
266.243311710176,81.7129115996483
265.983124652386,81.7276948090676
265.723310953138,81.742893144343
265.46387959842,81.7585045227626
265.204839486995,81.7745268167735
264.946199428807,81.790957854865
264.687968143435,81.8077954224802
264.430154258596,81.8250372629241
264.172766308694,81.8426810782808
263.915812733421,81.8607245303599
263.659301876409,81.8791652416332
263.403241983913,81.898000796189
263.147641203585,81.9172287406903
262.892507583259,81.9368465853425
262.637849069796,81.9568518048757
262.383673507991,81.9772418395169
262.129988639524,81.9980140959835
261.876802101952,82.0191659484566
