RMSE_fD,time
NaN,0
NaN,0.833333333333333
NaN,1.66666666666667
NaN,2.5
0.0968477867845519,3.33333333333333
0.0899890404940556,4.16666666666667
0.0911721007549121,5
0.0903961378531345,5.83333333333333
0.0921243253234831,6.66666666666667
0.0895623958530882,7.5
0.0903670022242213,8.33333333333333
0.0882223093058312,9.16666666666667
0.0913753347710468,10
0.0917430418764316,10.8333333333333
0.0881187175704892,11.6666666666667
0.0923684127036015,12.5
0.0922713760245861,13.3333333333333
0.0899603281620628,14.1666666666667
0.0920455964223082,15
0.0900334303343267,15.8333333333333
0.0890506086543573,16.6666666666667
0.0921158202867663,17.5
0.0898261888044435,18.3333333333333
0.0917370963208204,19.1666666666667
0.0885952016566643,20
0.0897574516337076,20.8333333333333
0.0889283302191063,21.6666666666667
0.0905768166677371,22.5
0.0912006899299132,23.3333333333333
0.0863187885218135,24.1666666666667
0.0933534908635908,25
0.0910060627993491,25.8333333333333
0.0926019526038324,26.6666666666667
0.0892726936320327,27.5
0.0893405950308075,28.3333333333333
0.0907827097713399,29.1666666666667
0.0897854986449215,30
0.0924636133490508,30.8333333333333
0.0883992446085642,31.6666666666667
0.0918283634533409,32.5
0.0929635836393774,33.3333333333333
0.0892835834161201,34.1666666666667
0.0911477375193294,35
0.088285000677422,35.8333333333333
0.0894208350040198,36.6666666666667
0.091047795418066,37.5
0.0915448933555295,38.3333333333333
0.0902753033681733,39.1666666666667
0.0911764858041489,40
0.0881860108541811,40.8333333333333
0.0882577310962533,41.6666666666667
0.088567351299442,42.5
0.0891161008868737,43.3333333333333
0.0892442722381078,44.1666666666667
0.0884512342045732,45
0.0903068296061721,45.8333333333333
0.0886922351903271,46.6666666666667
0.0911295003659175,47.5
0.0908353924486591,48.3333333333333
0.0888006125019672,49.1666666666667
0.0890330463338686,50
0.0894280306180224,50.8333333333333
0.088959076796061,51.6666666666667
0.0888067973033109,52.5
0.0893996867449184,53.3333333333333
0.0883800296922777,54.1666666666667
0.0902515295926288,55
0.0878133392660923,55.8333333333333
